STNAM,LEANM,Math Sum Total,Math Sum Pct Prof,Math ECD Total,Math ECD Pct Prof,Math Pct ECD,Read Sum Total,Read Sum Pct Prof,Read ECD Total,Read ECD Pct Prof,Read Pct ECD,TotPop_x,KidPop_x,ChildPov_x,TotPop_y,KidPop_y,ChildPov_y
OH,Tri-Valley Local School District,,,,,,,,,,,"16,607","3,144",382,"16,607","3,144",382
OH,Tri-Village Local School District,,,,,,,,,,,"4,229",784,96,"4,229",784,96
OH,Triad Local School District,,,,,,,,,,,"5,282",948,110,"5,282",948,110
OH,Trimble Local School District,,,,,,,,,,,"4,679",790,194,"4,679",790,194
OH,Triway Local School District,,,,,,,,,,,"12,986","2,208",252,"12,986","2,208",252
OH,Trotwood-Madison City School District,,,,,,,,,,,"20,685","3,440","1,072","20,685","3,440","1,072"
OH,Troy City School District,,,,,,,,,,,"32,025","5,451",522,"32,025","5,451",522
OH,Tuscarawas Valley Local School District,,,,,,,,,,,"10,015","1,669",143,"10,015","1,669",143
OH,Tuslaw Local School District,,,,,,,,,,,"8,773","1,480",137,"8,773","1,480",137
OH,Twin Valley Community Local School District,,,,,,,,,,,"5,494",969,119,"5,494",969,119
OH,Twinsburg City School District,,,,,,,,,,,"24,317","4,254",202,"24,317","4,254",202
OH,Union Local School District,,,,,,,,,,,"8,576","1,364",184,"8,576","1,364",184
OH,Union-Scioto Local School District,,,,,,,,,,,"15,996","1,926",292,"15,996","1,926",292
OH,United Local School District,,,,,,,,,,,"7,234","1,189",162,"7,234","1,189",162
OH,Upper Arlington City School District,,,,,,,,,,,"38,781","7,151",217,"38,781","7,151",217
OH,Upper Sandusky Exempted Village School District,,,,,,,,,,,"11,243","1,807",143,"11,243","1,807",143
OH,Upper Scioto Valley Local School District,,,,,,,,,,,"4,160",746,96,"4,160",746,96
OH,Urbana City School District,,,,,,,,,,,"14,913","2,173",336,"14,913","2,173",336
OH,Valley Local School District,,,,,,,,,,,"6,368",906,169,"6,368",906,169
OH,Valley View Local School District,,,,,,,,,,,"10,639","1,988",187,"10,639","1,988",187
OH,Van Buren Local School District,,,,,,,,,,,"6,497",994,66,"6,497",994,66
OH,Van Wert City School District,,,,,,,,,,,"13,640","2,107",251,"13,640","2,107",251
OH,Vandalia-Butler City School District,,,,,,,,,,,"23,763","3,670",396,"23,763","3,670",396
OH,Vanlue Local School District,,,,,,,,,,,"1,548",254,15,"1,548",254,15
OH,Vermilion Local School District,,,,,,,,,,,"14,283","2,134",186,"14,283","2,134",186
OH,Versailles Exempted Village School District,,,,,,,,,,,"6,172","1,263",58,"6,172","1,263",58
OH,Vinton County Local School District,,,,,,,,,,,"12,926","2,082",467,"12,926","2,082",467
OH,Wadsworth City School District,,,,,,,,,,,"28,507","4,729",262,"28,507","4,729",262
OH,Walnut Township Local School District,,,,,,,,,,,"4,796",688,51,"4,796",688,51
OH,Wapakoneta City School District,,,,,,,,,,,"19,123","3,138",254,"19,123","3,138",254
OH,Warren City School District,,,,,,,,,,,"34,900","5,584","2,874","34,900","5,584","2,874"
OH,Warren Local School District,,,,,,,,,,,"13,884","2,346",283,"13,884","2,346",283
OH,Warrensville Heights City School District,,,,,,,,,,,"15,074","2,324",611,"15,074","2,324",611
OH,Washington Court House City School District,,,,,,,,,,,"13,634","2,403",493,"13,634","2,403",493
OH,Washington Local School District,,,,,,,,,,,"45,944","7,017","1,456","45,944","7,017","1,456"
OH,Washington-Nile Local School District,,,,,,,,,,,"7,431","1,279",307,"7,431","1,279",307
OH,Waterloo Local School District,,,,,,,,,,,"8,197","1,313",125,"8,197","1,313",125
OH,Wauseon Exempted Village School District,,,,,,,,,,,"10,167","1,836",193,"10,167","1,836",193
OH,Waverly City School District,,,,,,,,,,,"11,302","1,809",355,"11,302","1,809",355
OH,Wayne Local School District,,,,,,,,,,,"9,618","1,571",79,"9,618","1,571",79
OH,Wayne Trace Local School District,,,,,,,,,,,"5,366",961,108,"5,366",961,108
OH,Waynesfield-Goshen Local School District,,,,,,,,,,,"2,872",556,36,"2,872",556,36
OH,Weathersfield Local School District,,,,,,,,,,,"5,230",713,157,"5,230",713,157
OH,Wellington Exempted Village School District,,,,,,,,,,,"9,054","1,447",129,"9,054","1,447",129
OH,Wellston City School District,,,,,,,,,,,"9,064","1,586",349,"9,064","1,586",349
OH,Wellsville Local School District,,,,,,,,,,,"4,638",736,208,"4,638",736,208
OH,West Branch Local School District,,,,,,,,,,,"12,337","1,974",239,"12,337","1,974",239
OH,West Carrollton City School District,,,,,,,,,,,"27,446","3,977",752,"27,446","3,977",752
OH,West Clermont Local School District,,,,,,,,,,,"71,137","10,732",985,"71,137","10,732",985
OH,West Geauga Local School District,,,,,,,,,,,"21,427","3,139",117,"21,427","3,139",117
OH,West Holmes Local School District,,,,,,,,,,,"19,026","3,625",486,"19,026","3,625",486
OH,West Liberty-Salem Local School District,,,,,,,,,,,"5,863","1,082",85,"5,863","1,082",85
OH,West Muskingum Local School District,,,,,,,,,,,"13,354","1,836",283,"13,354","1,836",283
OH,Western Brown Local School District,,,,,,,,,,,"16,942","3,033",455,"16,942","3,033",455
OH,Western Local School District,,,,,,,,,,,"4,519",897,244,"4,519",897,244
OH,Western Reserve Local School District,,,,,,,,,,,"6,562","1,182",155,"6,562","1,182",155
OH,Western Reserve Local School District,,,,,,,,,,,"6,562","1,182",155,"3,937",569,50
OH,Western Reserve Local School District,,,,,,,,,,,"3,937",569,50,"6,562","1,182",155
OH,Western Reserve Local School District,,,,,,,,,,,"3,937",569,50,"3,937",569,50
OH,Westerville City School District,,,,,,,,,,,"107,314","19,457","1,981","107,314","19,457","1,981"
OH,Westfall Local School District,,,,,,,,,,,"9,115","1,614",254,"9,115","1,614",254
OH,Westlake City School District,,,,,,,,,,,"31,391","4,707",287,"31,391","4,707",287
OH,Wheelersburg Local School District,,,,,,,,,,,"8,000","1,292",212,"8,000","1,292",212
OH,Whitehall City School District,,,,,,,,,,,"20,650","3,578",975,"20,650","3,578",975
OH,Wickliffe City School District,,,,,,,,,,,"12,729","1,673",189,"12,729","1,673",189
OH,Willard City School District,,,,,,,,,,,"10,745","1,801",331,"10,745","1,801",331
OH,Williamsburg Local School District,,,,,,,,,,,"6,712","1,093",134,"6,712","1,093",134
OH,Willoughby-Eastlake City School District,,,,,,,,,,,"65,288","8,374",874,"65,288","8,374",874
OH,Wilmington City School District,,,,,,,,,,,"20,720","3,301",492,"20,720","3,301",492
OH,Windham Exempted Village School District,,,,,,,,,,,"4,106",685,109,"4,106",685,109
OH,Winton Woods City School District,,,,,,,,,,,"26,940","4,843",777,"26,940","4,843",777
OH,Wolf Creek Local School District,,,,,,,,,,,"3,352",608,67,"3,352",608,67
OH,Woodmore Local School District,,,,,,,,,,,"6,443","1,034",78,"6,443","1,034",78
OH,Woodridge Local School District,,,,,,,,,,,"17,631","2,368",299,"17,631","2,368",299
OH,Wooster City School District,,,,,,,,,,,"29,682","4,140",492,"29,682","4,140",492
OH,Worthington City School District,,,,,,,,,,,"67,754","11,536",809,"67,754","11,536",809
OH,Wynford Local School District,,,,,,,,,,,"6,123","1,033",120,"6,123","1,033",120
OH,Wyoming City School District,,,,,,,,,,,"8,500","2,046",89,"8,500","2,046",89
OH,Xenia Community City School District,,,,,,,,,,,"38,555","5,780",925,"38,555","5,780",925
OH,Yellow Springs Exempted Village School District,,,,,,,,,,,"4,405",668,48,"4,405",668,48
OH,Youngstown City School District,,,,,,,,,,,"65,317","9,534","3,716","65,317","9,534","3,716"
OH,Zane Trace Local School District,,,,,,,,,,,"9,131","1,549",195,"9,131","1,549",195
OH,Zanesville City School District,,,,,,,,,,,"26,914","4,379","1,278","26,914","4,379","1,278"
OK,Achille Public Schools,,,,,,,,,,,"2,995",517,88,"2,995",517,88
OK,Ada Public Schools,,,,,,,,,,,"15,750","2,410",569,"15,750","2,410",569
OK,Adair Public Schools,,,,,,,,,,,"5,067",835,162,"5,067",835,162
OK,Afton Public Schools,,,,,,,,,,,"2,814",504,120,"2,814",504,120
OK,Agra Public Schools,,,,,,,,,,,"1,538",314,60,"1,538",314,60
OK,Albion Public School,,,,,,,,,,,535,76,17,535,76,17
OK,Alex Public Schools,,,,,,,,,,,"1,704",300,50,"1,704",300,50
OK,Aline-Cleo Public Schools,,,,,,,,,,,"1,095",195,25,"1,095",195,25
OK,Allen Public Schools,,,,,,,,,,,"2,307",441,78,"2,307",441,78
OK,Allen-Bowden Public School,,,,,,,,,,,"2,824",386,68,"2,824",386,68
OK,Altus Public Schools,,,,,,,,,,,"19,208","3,328",677,"19,208","3,328",677
OK,Alva Public Schools,,,,,,,,,,,"7,234","1,043",165,"7,234","1,043",165
OK,Amber-Pocasset Public Schools,,,,,,,,,,,"1,957",366,37,"1,957",366,37
OK,Anadarko Public Schools,,,,,,,,,,,"8,779","1,820",474,"8,779","1,820",474
OK,Anderson Public School,,,,,,,,,,,"2,621",381,34,"2,621",381,34
OK,Antlers Public Schools,,,,,,,,,,,"5,450",924,225,"5,450",924,225
OK,Arapaho Public Schools,,,,,,,,,,,"1,959",329,29,"1,959",329,29
OK,Ardmore Public Schools,,,,,,,,,,,"19,418","3,353",808,"19,418","3,353",808
OK,Arkoma Public Schools,,,,,,,,,,,"2,060",332,90,"2,060",332,90
OK,Arnett Public Schools,,,,,,,,,,,915,156,23,915,156,23
OK,Asher Public Schools,,,,,,,,,,,"1,187",237,65,"1,187",237,65
OK,Atoka Public Schools,,,,,,,,,,,"4,279",789,186,"4,279",789,186
OK,Avant Public School,,,,,,,,,,,"1,409",241,29,"1,409",241,29
OK,Balko Public Schools,,,,,,,,,,,665,134,9,665,134,9
OK,Banner Public School,,,,,,,,,,,"2,297",515,25,"2,297",515,25
OK,Barnsdall Public Schools,,,,,,,,,,,"2,443",429,44,"2,443",429,44
OK,Bartlesville Public Schools,,,,,,,,,,,"39,172","6,873","1,114","39,172","6,873","1,114"
OK,Battiest Public Schools,,,,,,,,,,,"1,376",244,55,"1,376",244,55
OK,Bearden Public School,,,,,,,,,,,514,87,15,514,87,15
OK,Beaver Public Schools,,,,,,,,,,,"1,732",356,51,"1,732",356,51
OK,Beggs Public Schools,,,,,,,,,,,"5,224","1,077",148,"5,224","1,077",148
OK,Belfonte Public School,,,,,,,,,,,"1,024",185,50,"1,024",185,50
OK,Bennington Public Schools,,,,,,,,,,,"1,677",307,58,"1,677",307,58
OK,Berryhill Public Schools,,,,,,,,,,,"4,264",902,89,"4,264",902,89
OK,Bethany Public Schools,,,,,,,,,,,"4,155",660,101,"4,155",660,101
OK,Bethel Public Schools,,,,,,,,,,,"5,318","1,018",110,"5,318","1,018",110
OK,Big Pasture Public Schools,,,,,,,,,,,"1,083",171,26,"1,083",171,26
OK,Billings Public Schools,,,,,,,,,,,784,93,21,784,93,21
OK,Binger-Oney Public Schools,,,,,,,,,,,"2,068",358,68,"2,068",358,68
OK,Bishop Public School,,,,,,,,,,,"2,453",440,79,"2,453",440,79
OK,Bixby Public Schools,,,,,,,,,,,"29,721","6,037",367,"29,721","6,037",367
OK,Blackwell Public Schools,,,,,,,,,,,"7,276","1,401",298,"7,276","1,401",298
OK,Blair Public Schools,,,,,,,,,,,"1,678",288,68,"1,678",288,68
OK,Blanchard Public Schools,,,,,,,,,,,"9,697","1,946",205,"9,697","1,946",205
OK,Bluejacket Public Schools,,,,,,,,,,,"1,447",269,58,"1,447",269,58
OK,Boise City Public Schools,,,,,,,,,,,"1,875",373,82,"1,875",373,82
OK,Bokoshe Public Schools,,,,,,,,,,,"1,413",276,46,"1,413",276,46
OK,Boone-Apache Public Schools,,,,,,,,,,,"2,842",529,109,"2,842",529,109
OK,Boswell Public Schools,,,,,,,,,,,"1,862",297,75,"1,862",297,75
OK,Bowlegs Public Schools,,,,,,,,,,,"1,411",230,53,"1,411",230,53
OK,Bowring Public School,,,,,,,,,,,626,95,15,626,95,15
OK,Braggs Public Schools,,,,,,,,,,,"1,008",159,44,"1,008",159,44
OK,Bray-Doyle Public Schools,,,,,,,,,,,"2,296",401,68,"2,296",401,68
OK,Bridge Creek Public Schools,,,,,,,,,,,"8,280","1,664",182,"8,280","1,664",182
OK,Briggs Public School,,,,,,,,,,,"2,803",473,120,"2,803",473,120
OK,Bristow Public Schools,,,,,,,,,,,"8,968","1,572",308,"8,968","1,572",308
OK,Broken Arrow Public Schools,,,,,,,,,,,"108,638","20,420","1,938","108,638","20,420","1,938"
OK,Broken Bow Public Schools,,,,,,,,,,,"7,120","1,386",357,"7,120","1,386",357
OK,Brushy Public School,,,,,,,,,,,"1,440",279,38,"1,440",279,38
OK,Buffalo Public Schools,,,,,,,,,,,"1,660",303,44,"1,660",303,44
OK,Buffalo Valley Public Schools,,,,,,,,,,,"1,186",196,48,"1,186",196,48
OK,Burlington Public Schools,,,,,,,,,,,617,132,20,617,132,20
OK,Burns Flat-Dill City Schools,,,,,,,,,,,"2,971",620,111,"2,971",620,111
OK,Butner Public Schools,,,,,,,,,,,"1,790",294,60,"1,790",294,60
OK,Byng Public Schools,,,,,,,,,,,"8,750","1,624",203,"8,750","1,624",203
OK,Cache Public Schools,,,,,,,,,,,"7,692","1,603",181,"7,692","1,603",181
OK,Caddo Public Schools,,,,,,,,,,,"2,583",541,70,"2,583",541,70
OK,Calera Public Schools,,,,,,,,,,,"4,488",843,125,"4,488",843,125
OK,Calumet Public Schools,,,,,,,,,,,"1,324",249,32,"1,324",249,32
OK,Calvin Public Schools,,,,,,,,,,,"1,201",217,50,"1,201",217,50
OK,Cameron Public Schools,,,,,,,,,,,"2,206",413,83,"2,206",413,83
OK,Canadian Public Schools,,,,,,,,,,,"4,056",532,135,"4,056",532,135
OK,Caney Public Schools,,,,,,,,,,,"1,535",271,55,"1,535",271,55
OK,Caney Valley Public Schools,,,,,,,,,,,"5,422",994,150,"5,422",994,150
OK,Canton Public Schools,,,,,,,,,,,"1,747",370,64,"1,747",370,64
OK,Canute Public Schools,,,,,,,,,,,"1,343",272,48,"1,343",272,48
OK,Carnegie Public Schools,,,,,,,,,,,"2,698",465,125,"2,698",465,125
OK,Carney Public Schools,,,,,,,,,,,"1,272",221,36,"1,272",221,36
OK,Cashion Public Schools,,,,,,,,,,,"2,687",619,62,"2,687",619,62
OK,Catoosa Public Schools,,,,,,,,,,,"12,182","2,105",339,"12,182","2,105",339
OK,Cave Springs Public Schools,,,,,,,,,,,676,139,45,676,139,45
OK,Cement Public Schools,,,,,,,,,,,"1,494",276,45,"1,494",276,45
OK,Central High Public Schools,,,,,,,,,,,"1,968",363,57,"1,968",363,57
OK,Central Public Schools,,,,,,,,,,,"2,020",340,54,"2,020",340,54
OK,Chandler Public Schools,,,,,,,,,,,"6,390","1,122",170,"6,390","1,122",170
OK,Chattanooga Public Schools,,,,,,,,,,,"1,285",262,39,"1,285",262,39
OK,Checotah Public Schools,,,,,,,,,,,"10,017","1,525",419,"10,017","1,525",419
OK,Chelsea Public Schools,,,,,,,,,,,"7,077","1,175",225,"7,077","1,175",225
OK,Cherokee Public Schools,,,,,,,,,,,"1,800",317,69,"1,800",317,69
OK,Cheyenne Public Schools,,,,,,,,,,,"1,626",320,52,"1,626",320,52
OK,Chickasha Public Schools,,,,,,,,,,,"17,610","2,661",554,"17,610","2,661",554
OK,Chisholm Public Schools,,,,,,,,,,,"4,519",847,52,"4,519",847,52
OK,Choctaw/Nicoma Park Schools,,,,,,,,,,,"31,370","6,120",480,"31,370","6,120",480
OK,Chouteau-Mazie Public Schools,,,,,,,,,,,"5,491",885,185,"5,491",885,185
OK,Cimarron Public Schools,,,,,,,,,,,"1,810",375,48,"1,810",375,48
OK,Claremore Public Schools,,,,,,,,,,,"24,168","3,782",499,"24,168","3,782",499
OK,Clayton Public Schools,,,,,,,,,,,"1,550",254,58,"1,550",254,58
OK,Cleora Public School,,,,,,,,,,,"2,279",240,52,"2,279",240,52
OK,Cleveland Public Schools,,,,,,,,,,,"9,134","1,599",297,"9,134","1,599",297
OK,Clinton Public Schools,,,,,,,,,,,"10,640","2,309",376,"10,640","2,309",376
OK,Coalgate Public Schools,,,,,,,,,,,"4,265",733,175,"4,265",733,175
OK,Colbert Public Schools,,,,,,,,,,,"5,514",912,149,"5,514",912,149
OK,Colcord Public Schools,,,,,,,,,,,"3,177",565,136,"3,177",565,136
OK,Coleman Public Schools,,,,,,,,,,,982,173,29,982,173,29
OK,Collinsville Public Schools,,,,,,,,,,,"13,150","2,582",218,"13,150","2,582",218
OK,Comanche Public Schools,,,,,,,,,,,"5,287",889,160,"5,287",889,160
OK,Commerce Public Schools,,,,,,,,,,,"3,960",760,178,"3,960",760,178
OK,Copan Public Schools,,,,,,,,,,,"2,098",322,59,"2,098",322,59
OK,Cordell Public Schools,,,,,,,,,,,"4,374",778,177,"4,374",778,177
OK,Cottonwood Public School,,,,,,,,,,,402,53,13,402,53,13
OK,Covington-Douglas Schools,,,,,,,,,,,"1,613",297,46,"1,613",297,46
OK,Coweta Public Schools,,,,,,,,,,,"18,243","3,401",477,"18,243","3,401",477
OK,Coyle Public Schools,,,,,,,,,,,"4,600",468,70,"4,600",468,70
OK,Crescent Public Schools,,,,,,,,,,,"4,078",657,110,"4,078",657,110
OK,Crooked Oak Public Schools,,,,,,,,,,,"3,191",722,207,"3,191",722,207
OK,Crowder Public Schools,,,,,,,,,,,"2,696",443,69,"2,696",443,69
OK,Crutcho Public School,,,,,,,,,,,"2,500",502,150,"2,500",502,150
OK,Cushing Public Schools,,,,,,,,,,,"10,625","1,902",309,"10,625","1,902",309
OK,Cyril Public Schools,,,,,,,,,,,"1,764",319,56,"1,764",319,56
OK,Dahlonegah Public School,,,,,,,,,,,"1,637",312,82,"1,637",312,82
OK,Dale Public Schools,,,,,,,,,,,"3,234",600,65,"3,234",600,65
OK,Darlington Public School,,,,,,,,,,,766,116,9,766,116,9
OK,Davenport Public Schools,,,,,,,,,,,"1,739",314,41,"1,739",314,41
OK,Davidson Public Schools,,,,,,,,,,,412,72,16,412,72,16
OK,Davis Public Schools,,,,,,,,,,,"5,061",904,164,"5,061",904,164
OK,Deer Creek Public Schools,,,,,,,,,,,"21,696","5,234",268,"21,696","5,234",268
OK,Deer Creek-Lamont Schools,,,,,,,,,,,968,219,25,968,219,25
OK,Denison Public School,,,,,,,,,,,"1,449",240,53,"1,449",240,53
OK,Depew Public Schools,,,,,,,,,,,"2,156",399,46,"2,156",399,46
OK,Dewar Public Schools,,,,,,,,,,,"1,434",288,63,"1,434",288,63
OK,Dewey Public Schools,,,,,,,,,,,"5,571","1,008",195,"5,571","1,008",195
OK,Dibble Public Schools,,,,,,,,,,,"4,418",886,151,"4,418",886,151
OK,Dickson Public Schools,,,,,,,,,,,"5,324",890,113,"5,324",890,113
OK,Dover Public Schools,,,,,,,,,,,"1,143",247,41,"1,143",247,41
OK,Drummond Public Schools,,,,,,,,,,,"1,247",275,45,"1,247",275,45
OK,Drumright Public Schools,,,,,,,,,,,"3,691",624,114,"3,691",624,114
OK,Duke Public Schools,,,,,,,,,,,610,120,17,610,120,17
OK,Duncan Public Schools,,,,,,,,,,,"22,641","3,726",900,"22,641","3,726",900
OK,Durant Public Schools,,,,,,,,,,,"20,154","3,041",566,"20,154","3,041",566
OK,Eagletown Public Schools,,,,,,,,,,,"1,103",200,43,"1,103",200,43
OK,Earlsboro Public Schools,,,,,,,,,,,"1,425",270,52,"1,425",270,52
OK,Edmond Public Schools,,,,,,,,,,,"148,252","27,846","2,071","148,252","27,846","2,071"
OK,El Reno Public Schools,,,,,,,,,,,"20,797","3,354",527,"20,797","3,354",527
OK,Elgin Public Schools,,,,,,,,,,,"7,470","1,417",139,"7,470","1,417",139
OK,Elk City Public Schools,,,,,,,,,,,"11,188","2,170",496,"11,188","2,170",496
OK,Elmore City-Pernell Schools,,,,,,,,,,,"3,137",591,109,"3,137",591,109
OK,Empire Public Schools,,,,,,,,,,,"2,085",365,39,"2,085",365,39
OK,Enid Public Schools,,,,,,,,,,,"45,072","8,236","1,415","45,072","8,236","1,415"
OK,Erick Public Schools,,,,,,,,,,,"1,412",257,86,"1,412",257,86
OK,Eufaula Public Schools,,,,,,,,,,,"7,342",986,274,"7,342",986,274
OK,Fairland Public Schools,,,,,,,,,,,"3,019",562,137,"3,019",562,137
OK,Fairview Public Schools,,,,,,,,,,,"3,713",674,99,"3,713",674,99
OK,Fanshawe Public School,,,,,,,,,,,777,131,22,777,131,22
OK,Fargo Public Schools,,,,,,,,,,,"1,526",271,36,"1,526",271,36
OK,Felt Public Schools,,,,,,,,,,,257,59,11,257,59,11
OK,Fletcher Public Schools,,,,,,,,,,,"2,609",443,81,"2,609",443,81
OK,Flower Mound Public School,,,,,,,,,,,818,153,12,818,153,12
OK,Forest Grove Public School,,,,,,,,,,,"1,029",202,43,"1,029",202,43
OK,Forgan Public Schools,,,,,,,,,,,725,174,18,725,174,18
OK,Fort Cobb-Broxton Schools,,,,,,,,,,,"1,788",340,63,"1,788",340,63
OK,Fort Gibson Public Schools,,,,,,,,,,,"7,038","1,479",271,"7,038","1,479",271
OK,Fort Supply Public Schools,,,,,,,,,,,"1,646",116,19,"1,646",116,19
OK,Fort Towson Public Schools,,,,,,,,,,,"2,330",379,79,"2,330",379,79
OK,Fox Public Schools,,,,,,,,,,,"1,679",292,58,"1,679",292,58
OK,Foyil Public Schools,,,,,,,,,,,"3,385",613,81,"3,385",613,81
OK,Frederick Public Schools,,,,,,,,,,,"4,100",753,181,"4,100",753,181
OK,Freedom Public Schools,,,,,,,,,,,516,94,9,516,94,9
OK,Friend Public School,,,,,,,,,,,"1,202",207,29,"1,202",207,29
OK,Frink-Chambers Public School,,,,,,,,,,,"1,623",267,38,"1,623",267,38
OK,Frontier Public Schools,,,,,,,,,,,"1,347",274,58,"1,347",274,58
OK,Gans Public Schools,,,,,,,,,,,"1,609",304,45,"1,609",304,45
OK,Garber Public Schools,,,,,,,,,,,"1,797",355,53,"1,797",355,53
OK,Geary Public Schools,,,,,,,,,,,"1,892",436,80,"1,892",436,80
OK,Geronimo Public Schools,,,,,,,,,,,"4,379",351,57,"4,379",351,57
OK,Glencoe Public Schools,,,,,,,,,,,"2,202",438,70,"2,202",438,70
OK,Glenpool Public Schools,,,,,,,,,,,"12,278","2,656",275,"12,278","2,656",275
OK,Glover Public School,,,,,,,,,,,704,123,32,704,123,32
OK,Goodwell Public Schools,,,,,,,,,,,"1,492",171,26,"1,492",171,26
OK,Gore Public Schools,,,,,,,,,,,"3,066",436,81,"3,066",436,81
OK,Gracemont Public Schools,,,,,,,,,,,956,175,39,956,175,39
OK,Graham-Dustin Public Schools,,,,,,,,,,,"1,284",228,66,"1,284",228,66
OK,Grand View Public School,,,,,,,,,,,"4,430",756,189,"4,430",756,189
OK,Grandfield Public Schools,,,,,,,,,,,"1,143",199,60,"1,143",199,60
OK,Grandview Public School,,,,,,,,,,,725,133,24,725,133,24
OK,Granite Public Schools,,,,,,,,,,,"2,337",258,45,"2,337",258,45
OK,Grant Public School,,,,,,,,,,,"1,254",213,59,"1,254",213,59
OK,Greenville Public School,,,,,,,,,,,"1,094",191,22,"1,094",191,22
OK,Grove Public School,,,,,,,,,,,"3,960",623,59,"3,960",623,59
OK,Grove Public Schools,,,,,,,,,,,"17,940","2,250",543,"17,940","2,250",543
OK,Guthrie Public Schools,,,,,,,,,,,"26,534","4,200",648,"26,534","4,200",648
OK,Guymon Public Schools,,,,,,,,,,,"12,285","2,498",379,"12,285","2,498",379
OK,Gypsy Public School,,,,,,,,,,,761,133,18,761,133,18
OK,Haileyville Public Schools,,,,,,,,,,,"2,470",443,70,"2,470",443,70
OK,Hammon Public Schools,,,,,,,,,,,"1,116",208,32,"1,116",208,32
OK,Hanna Public Schools,,,,,,,,,,,507,104,24,507,104,24
OK,Hardesty Public Schools,,,,,,,,,,,374,75,9,374,75,9
OK,Harmony Public School,,,,,,,,,,,"1,764",345,61,"1,764",345,61
OK,Harrah Public Schools,,,,,,,,,,,"12,309","2,412",308,"12,309","2,412",308
OK,Hartshorne Public Schools,,,,,,,,,,,"3,811",715,167,"3,811",715,167
OK,Haskell Public Schools,,,,,,,,,,,"6,688",956,175,"6,688",956,175
OK,Haworth Public Schools,,,,,,,,,,,"2,701",501,125,"2,701",501,125
OK,Haywood Public School,,,,,,,,,,,"1,220",239,50,"1,220",239,50
OK,Healdton Public Schools,,,,,,,,,,,"3,556",610,117,"3,556",610,117
OK,Heavener Public Schools,,,,,,,,,,,"5,057","1,042",262,"5,057","1,042",262
OK,Hennessey Public Schools,,,,,,,,,,,"4,054",837,93,"4,054",837,93
OK,Henryetta Public Schools,,,,,,,,,,,"6,947","1,232",245,"6,947","1,232",245
OK,Hilldale Public Schools,,,,,,,,,,,"6,303","1,329",198,"6,303","1,329",198
OK,Hinton Public Schools,,,,,,,,,,,"5,036",656,97,"5,036",656,97
OK,Hobart Public Schools,,,,,,,,,,,"3,878",717,154,"3,878",717,154
OK,Hodgen Public School,,,,,,,,,,,"1,729",176,32,"1,729",176,32
OK,Holdenville Public Schools,,,,,,,,,,,"6,974","1,012",274,"6,974","1,012",274
OK,Hollis Public Schools,,,,,,,,,,,"2,529",470,148,"2,529",470,148
OK,Holly Creek Public School,,,,,,,,,,,"1,417",324,58,"1,417",324,58
OK,Hominy Public Schools,,,,,,,,,,,"4,473",575,100,"4,473",575,100
OK,Hooker Public Schools,,,,,,,,,,,"2,451",517,68,"2,451",517,68
OK,Howe Public Schools,,,,,,,,,,,"1,796",328,58,"1,796",328,58
OK,Hugo Public Schools,,,,,,,,,,,"7,485","1,322",371,"7,485","1,322",371
OK,Hulbert Public Schools,,,,,,,,,,,"3,380",549,125,"3,380",549,125
OK,Hydro-Eakly Public Schools,,,,,,,,,,,"2,181",424,78,"2,181",424,78
OK,Idabel Public Schools,,,,,,,,,,,"7,469","1,338",383,"7,469","1,338",383
OK,Indiahoma Public Schools,,,,,,,,,,,"1,389",206,55,"1,389",206,55
OK,Indianola Public Schools,,,,,,,,,,,"1,684",307,43,"1,684",307,43
OK,Inola Public Schools,,,,,,,,,,,"6,879","1,195",132,"6,879","1,195",132
OK,Jay Public Schools,,,,,,,,,,,"10,403","1,737",449,"10,403","1,737",449
OK,Jenks Public Schools,,,,,,,,,,,"70,547","12,748","1,147","70,547","12,748","1,147"
OK,Jennings Public School,,,,,,,,,,,"1,005",187,30,"1,005",187,30
OK,Jones Public Schools,,,,,,,,,,,"6,614","1,330",159,"6,614","1,330",159
OK,Justice Public School,,,,,,,,,,,292,43,11,292,43,11
OK,Justus-Tiawah Public School,,,,,,,,,,,"3,905",705,56,"3,905",705,56
OK,Kansas Public Schools,,,,,,,,,,,"4,174",811,227,"4,174",811,227
OK,Kellyville Public Schools,,,,,,,,,,,"6,555","1,255",160,"6,555","1,255",160
OK,Kenwood Public School,,,,,,,,,,,574,101,26,574,101,26
OK,Keota Public Schools,,,,,,,,,,,"2,678",476,126,"2,678",476,126
OK,Ketchum Public Schools,,,,,,,,,,,"3,858",500,105,"3,858",500,105
OK,Keys Public Schools,,,,,,,,,,,"4,723",685,133,"4,723",685,133
OK,Keystone Public School,,,,,,,,,,,"3,657",670,98,"3,657",670,98
OK,Kiefer Public Schools,,,,,,,,,,,"2,761",456,52,"2,761",456,52
OK,Kildare Public School,,,,,,,,,,,"1,183",222,37,"1,183",222,37
OK,Kingfisher Public Schools,,,,,,,,,,,"6,950","1,345",139,"6,950","1,345",139
OK,Kingston Public Schools,,,,,,,,,,,"7,785","1,102",207,"7,785","1,102",207
OK,Kinta Public Schools,,,,,,,,,,,"1,337",249,59,"1,337",249,59
OK,Kiowa Public Schools,,,,,,,,,,,"1,702",280,56,"1,702",280,56
OK,Konawa Public Schools,,,,,,,,,,,"3,430",614,143,"3,430",614,143
